user in out
8138 8 8
8139 1 1
8140 1 1
8141 1 1
8142 2 2
8143 2 2
8144 5 5
8145 5 5
8146 4 4
8147 19 19
8148 4 4
8149 5 5
8150 10 10
8151 1 1
8152 2 2
8153 3 3
8154 7 7
8155 6 6
8156 1 1
8157 1 1
8158 2 2
8159 2 2
8160 1 1
8161 1 1
8162 1 1
8163 1 1
8164 9 9
8165 2 2
8166 1 1
8167 2 2
8168 2 2
8169 11 11
8170 2 2
8171 3 3
8172 2 2
8173 2 2
8174 2 2
8175 2 2
8176 2 2
8177 2 2
8178 1 1
8179 1 1
8180 1 1
8181 2 2
8182 2 2
8183 3 3
8184 3 3
8185 3 3
8186 6 6
8187 1 1
8188 1 1
8189 2 2
8190 2 2
8191 2 2
8192 2 2
8193 3 3
8194 6 6
8195 9 9
8196 3 3
8197 1 1
8198 2 2
8199 2 2
8200 4 4
8201 1 1
8202 2 2
8203 2 2
8204 5 5
8205 7 7
8206 5 5
8207 8 8
8208 3 3
8209 3 3
8210 14 14
8211 1 1
8212 1 1
8213 1 1
8214 1 1
8215 2 2
8216 2 2
8217 1 1
8218 4 4
8219 1 1
8220 1 1
8221 3 3
8222 3 3
8223 3 3
8224 4 4
8225 7 7
8226 1 1
8227 5 5
8228 8 8
8229 3 3
8230 3 3
8231 4 4
8232 3 3
8233 1 1
8234 1 1
8235 2 2
8236 3 3
8237 2 2
8238 7 7
8239 2 2
8240 2 2
8241 2 2
8242 3 3
8243 3 3
8244 3 3
8245 3 3
8246 2 2
8247 2 2
8248 2 2
8249 1 1
8250 1 1
8251 1 1
8252 2 2
8253 3 3
8254 2 2
8255 9 9
8256 10 10
8257 3 3
8258 3 3
8259 5 5
8260 8 8
8261 3 3
8262 3 3
8263 1 1
8264 8 8
8265 1 1
8266 1 1
8267 14 14
8268 3 3
8269 3 3
8270 1 1
8271 1 1
8272 1 1
8273 1 1
8274 5 5
8275 1 1
8276 6 6
8277 3 3
8278 3 3
8279 3 3
8280 6 6
8281 2 2
8282 5 5
8283 8 8
8284 1 1
8285 2 2
8286 1 1
8287 3 3
8288 1 1
8289 1 1
8290 1 1
8291 1 1
8292 5 5
8293 14 14
8294 1 1
8295 1 1
8296 6 6
8297 11 11
8298 3 3
8299 3 3
8300 3 3
8301 6 6
8302 9 9
8303 5 5
8304 1 1
8305 1 1
8306 3 3
8307 3 3
8308 3 3
8309 3 3
8310 3 3
8311 3 3
8312 3 3
8313 3 3
8314 2 2
8315 2 2
8316 1 1
8317 1 1
8318 3 3
8319 4 4
8320 2 2
8321 3 3
8322 5 5
8323 3 3
8324 3 3
8325 1 1
8326 5 5
8327 5 5
8328 2 2
8329 7 7
8330 12 12
8331 3 3
8332 2 2
8333 2 2
8334 2 2
8335 3 3
8336 3 3
8337 1 1
8338 5 5
8339 6 6
8340 5 5
8341 5 5
8342 2 2
8343 2 2
8344 7 7
8345 5 5
8346 10 10
8347 8 8
8348 7 7
8349 6 6
8350 5 5
8351 5 5
8352 5 5
8353 5 5
8354 5 5
8355 5 5
8356 1 1
8357 2 2
8358 1 1
8359 1 1
8360 1 1
8361 1 1
8362 2 2
8363 2 2
8364 2 2
8365 2 2
8366 1 1
8367 2 2
8368 2 2
8369 1 1
8370 2 2
8371 3 3
8372 14 14
8373 2 2
8374 3 3
8375 1 1
8376 11 11
8377 7 7
8378 5 5
8379 6 6
8380 1 1
8381 2 2
8382 2 2
8383 2 2
8384 5 5
8385 3 3
8386 3 3
8387 10 10
8388 2 2
8389 2 2
8390 2 2
8391 2 2
8392 1 1
8393 2 2
8394 2 2
8395 9 9
8396 5 5
8397 3 3
8398 1 1
8399 10 10
8400 19 19
8401 3 3
8402 1 1
8403 2 2
8404 2 2
8405 1 1
8406 1 1
8407 3 3
8408 6 6
8409 1 1
8410 3 3
8411 1 1
8412 5 5
8413 4 4
8414 1 1
8415 4 4
8416 3 3
8417 3 3
8418 3 3
8419 3 3
8420 3 3
8421 3 3
8422 1 1
8423 1 1
8424 1 1
8425 1 1
8426 2 2
8427 1 1
8428 5 5
8429 2 2
8430 2 2
8431 4 4
8432 2 2
8433 1 1
8434 5 5
8435 1 1
8436 1 1
8437 1 1
8438 8 8
8439 4 4
8440 3 3
8441 1 1
8442 1 1
8443 1 1
8444 1 1
8445 1 1
8446 1 1
8447 2 2
8448 1 1
8449 4 4
8450 22 22
8451 5 5
8452 4 4
8453 2 2
8454 5 5
8455 3 3
8456 1 1
8457 3 3
8458 1 1
8459 1 1
8460 1 1
8461 7 7
8462 2 2
8463 4 4
8464 1 1
8465 3 3
8466 1 1
8467 5 5
8468 2 2
8469 2 2
8470 2 2
8471 8 8
8472 4 4
8473 2 2
8474 4 4
8475 2 2
8476 3 3
8477 3 3
8478 3 3
8479 3 3
8480 3 3
8481 1 1
8482 1 1
8483 1 1
8484 1 1
8485 2 2
8486 1 1
8487 2 2
8488 1 1
8489 6 6
8490 2 2
8491 2 2
8492 1 1
8493 1 1
8494 2 2
8495 4 4
8496 4 4
8497 4 4
8498 4 4
8499 1 1
8500 12 12
8501 6 6
8502 9 9
8503 7 7
8504 1 1
8505 3 3
8506 8 8
8507 17 17
8508 6 6
8509 8 8
8510 3 3
8511 6 6
8512 9 9
8513 2 2
8514 2 2
8515 1 1
8516 1 1
8517 2 2
8518 3 3
8519 3 3
8520 4 4
8521 2 2
8522 2 2
8523 4 4
8524 3 3
8525 4 4
8526 4 4
8527 3 3
8528 6 6
8529 13 13
8530 4 4
8531 2 2
8532 4 4
8533 1 1
8534 4 4
8535 2 2
8536 16 16
8537 1 1
8538 1 1
8539 3 3
8540 1 1
8541 3 3
8542 3 3
8543 3 3
8544 3 3
8545 3 3
8546 3 3
8547 5 5
8548 8 8
8549 1 1
8550 1 1
8551 1 1
8552 2 2
8553 8 8
8554 2 2
8555 1 1
8556 3 3
8557 4 4
8558 2 2
8559 2 2
8560 2 2
8561 2 2
8562 1 1
8563 2 2
8564 1 1
8565 1 1
8566 5 5
8567 1 1
8568 2 2
8569 3 3
8570 7 7
8571 2 2
8572 2 2
8573 2 2
8574 10 10
8575 3 3
8576 3 3
8577 1 1
8578 1 1
8579 1 1
8580 2 2
8581 2 2
8582 3 3
8583 1 1
8584 1 1
8585 1 1
8586 1 1
8587 1 1
8588 1 1
8589 2 2
8590 2 2
8591 1 1
8592 1 1
8593 2 2
8594 4 4
8595 1 1
8596 1 1
8597 1 1
8598 1 1
8599 2 2
8600 4 4
8601 2 2
8602 1 1
8603 1 1
8604 3 3
8605 7 7
8606 2 2
8607 2 2
8608 8 8
8609 1 1
8610 1 1
8611 2 2
8612 4 4
8613 3 3
8614 3 3
8615 4 4
8616 1 1
8617 3 3
8618 8 8
8619 3 3
8620 1 1
8621 7 7
8622 1 1
8623 1 1
8624 1 1
8625 4 4
8626 4 4
8627 2 2
8628 7 7
8629 2 2
8630 15 15
8631 3 3
8632 3 3
8633 3 3
8634 3 3
8635 3 3
8636 5 5
8637 1 1
8638 3 3
8639 4 4
8640 4 4
8641 5 5
8642 8 8
8643 1 1
8644 1 1
8645 3 3
8646 4 4
8647 4 4
8648 2 2
8649 1 1
8650 1 1
8651 1 1
8652 13 13
8653 1 1
8654 1 1
8655 4 4
8656 3 3
8657 2 2
8658 4 4
8659 1 1
8660 1 1
8661 1 1
8662 3 3
8663 4 4
8664 2 2
8665 1 1
8666 5 5
8667 3 3
8668 3 3
8669 5 5
8670 3 3
8671 3 3
8672 3 3
8673 1 1
8674 3 3
8675 8 8
8676 2 2
8677 4 4
8678 5 5
8679 2 2
8680 5 5
8681 6 6
8682 7 7
8683 3 3
8684 6 6
8685 3 3
8686 3 3
8687 4 4
8688 7 7
8689 11 11
8690 5 5
8691 6 6
8692 3 3
8693 1 1
8694 3 3
8695 3 3
8696 3 3
8697 3 3
8698 3 3
8699 3 3
8700 3 3
8701 3 3
8702 4 4
8703 3 3
8704 1 1
8705 2 2
8706 2 2
8707 1 1
8708 1 1
8709 1 1
8710 2 2
8711 2 2
8712 2 2
8713 1 1
8714 1 1
8715 3 3
8716 3 3
8717 3 3
8718 3 3
8719 1 1
8720 1 1
8721 2 2
8722 2 2
8723 2 2
8724 4 4
8725 4 4
8726 3 3
8727 3 3
8728 8 8
8729 2 2
8730 2 2
8731 3 3
8732 1 1
8733 8 8
8734 3 3
8735 3 3
8736 4 4
8737 1 1
8738 1 1
8739 8 8
8740 9 9
8741 2 2
8742 6 6
8743 4 4
8744 18 18
8745 16 16
8746 2 2
8747 2 2
8748 2 2
8749 2 2
8750 3 3
8751 3 3
8752 3 3
8753 1 1
8754 1 1
8755 2 2
8756 3 3
8757 3 3
8758 1 1
8759 2 2
8760 11 11
8761 8 8
8762 2 2
8763 2 2
8764 2 2
8765 2 2
8766 6 6
8767 8 8
8768 7 7
8769 2 2
8770 1 1
8771 2 2
8772 5 5
8773 1 1
8774 1 1
8775 4 4
8776 2 2
8777 2 2
8778 10 10
8779 1 1
8780 3 3
8781 3 3
8782 1 1
8783 1 1
8784 1 1
8785 3 3
8786 3 3
8787 4 4
8788 1 1
8789 1 1
8790 5 5
8791 1 1
8792 2 2
8793 3 3
8794 2 2
8795 2 2
8796 2 2
8797 1 1
8798 1 1
8799 1 1
8800 1 1
8801 4 4
8802 2 2
8803 2 2
8804 6 6
8805 2 2
8806 5 5
8807 2 2
8808 3 3
8809 3 3
8810 3 3
8811 3 3
8812 1 1
8813 3 3
8814 3 3
8815 2 2
8816 2 2
8817 3 3
8818 6 6
8819 4 4
8820 3 3
8821 3 3
8822 3 3
8823 1 1
8824 1 1
8825 1 1
8826 1 1
8827 2 2
8828 2 2
8829 1 1
8830 1 1
8831 4 4
8832 7 7
8833 2 2
8834 2 2
8835 2 2
8836 3 3
8837 3 3
8838 8 8
8839 1 1
8840 1 1
8841 3 3
8842 1 1
8843 1 1
8844 4 4
8845 3 3
8846 1 1
8847 1 1
8848 4 4
8849 1 1
8850 2 2
8851 4 4
8852 1 1
8853 1 1
8854 6 6
8855 7 7
8856 10 10
8857 7 7
8858 1 1
8859 3 3
8860 1 1
8861 4 4
8862 9 9
8863 8 8
8864 13 13
8865 1 1
8866 1 1
8867 13 13
8868 2 2
8869 2 2
8870 1 1
8871 1 1
8872 6 6
8873 2 2
8874 15 15
8875 2 2
8876 2 2
8877 1 1
8878 2 2
8879 5 5
8880 2 2
8881 7 7
8882 4 4
8883 5 5
8884 5 5
8885 8 8
8886 5 5
8887 11 11
8888 1 1
8889 2 2
8890 1 1
8891 2 2
8892 5 5
8893 6 6
8894 2 2
8895 1 1
8896 1 1
8897 3 3
8898 3 3
8899 33 33
8900 2 2
8901 3 3
8902 3 3
8903 3 3
8904 3 3
8905 1 1
8906 1 1
8907 3 3
8908 2 2
8909 2 2
8910 1 1
8911 2 2
8912 1 1
8913 2 2
8914 1 1
8915 3 3
8916 2 2
8917 2 2
8918 1 1
8919 1 1
8920 2 2
8921 8 8
8922 2 2
8923 1 1
8924 1 1
8925 3 3
8926 1 1
8927 5 5
8928 3 3
8929 2 2
8930 2 2
8931 7 7
8932 1 1
8933 1 1
8934 1 1
8935 3 3
8936 3 3
8937 3 3
8938 3 3
8939 1 1
8940 3 3
8941 3 3
8942 3 3
8943 3 3
8944 12 12
8945 5 5
8946 1 1
8947 1 1
8948 1 1
8949 1 1
8950 6 6
8951 2 2
8952 2 2
8953 2 2
8954 2 2
8955 3 3
8956 2 2
8957 2 2
8958 1 1
8959 4 4
8960 6 6
8961 5 5
8962 5 5
8963 6 6
8964 1 1
8965 1 1
8966 3 3
8967 3 3
8968 3 3
8969 3 3
8970 2 2
8971 2 2
8972 2 2
8973 3 3
8974 1 1
8975 1 1
8976 1 1
8977 3 3
8978 3 3
8979 3 3
8980 3 3
8981 1 1
8982 1 1
8983 4 4
8984 1 1
8985 4 4
8986 3 3
8987 10 10
8988 3 3
8989 3 3
8990 6 6
8991 17 17
8992 1 1
8993 1 1
8994 6 6
8995 1 1
8996 1 1
8997 1 1
8998 1 1
8999 2 2
9000 3 3
9001 12 12
9002 11 11
9003 8 8
9004 2 2
9005 3 3
9006 3 3
9007 3 3
9008 3 3
9009 2 2
9010 3 3
9011 6 6
9012 4 4
9013 2 2
9014 1 1
9015 1 1
9016 1 1
9017 1 1
9018 1 1
9019 1 1
9020 2 2
9021 2 2
9022 3 3
9023 1 1
9024 1 1
9025 1 1
9026 1 1
9027 1 1
9028 1 1
9029 1 1
9030 2 2
9031 1 1
9032 1 1
9033 1 1
9034 2 2
9035 8 8
9036 2 2
9037 2 2
9038 1 1
9039 5 5
9040 3 3
9041 1 1
9042 1 1
9043 10 10
9044 1 1
9045 1 1
9046 4 4
9047 6 6
9048 3 3
9049 3 3
9050 5 5
9051 1 1
9052 4 4
9053 1 1
9054 1 1
9055 3 3
9056 3 3
9057 3 3
9058 3 3
9059 1 1
9060 1 1
9061 3 3
9062 1 1
9063 1 1
9064 1 1
9065 1 1
9066 1 1
9067 1 1
9068 1 1
9069 1 1
9070 1 1
9071 4 4
9072 2 2
9073 5 5
9074 1 1
9075 1 1
9076 2 2
9077 1 1
9078 1 1
9079 2 2
9080 1 1
9081 11 11
9082 2 2
9083 6 6
9084 6 6
9085 1 1
9086 1 1
9087 1 1
9088 1 1
9089 2 2
9090 2 2
9091 6 6
9092 1 1
9093 3 3
9094 1 1
9095 1 1
9096 1 1
9097 6 6
9098 6 6
9099 3 3
9100 1 1
9101 2 2
9102 1 1
9103 2 2
9104 8 8
9105 3 3
9106 1 1
9107 1 1
9108 1 1
9109 1 1
9110 1 1
9111 1 1
9112 1 1
9113 1 1
9114 1 1
9115 3 3
9116 3 3
9117 3 3
9118 1 1
9119 3 3
9120 4 4
9121 4 4
9122 9 9
9123 3 3
9124 1 1
9125 1 1
9126 2 2
9127 1 1
9128 3 3
9129 3 3
9130 2 2
9131 2 2
9132 6 6
9133 4 4
9134 3 3
9135 3 3
9136 3 3
9137 3 3
9138 2 2
9139 2 2
9140 5 5
9141 4 4
9142 4 4
9143 4 4
9144 4 4
9145 4 4
9146 3 3
9147 2 2
9148 5 5
9149 7 7
9150 2 2
9151 2 2
9152 2 2
9153 3 3
9154 3 3
9155 3 3
9156 3 3
9157 8 8
9158 1 1
9159 1 1
9160 1 1
9161 1 1
9162 1 1
9163 2 2
9164 1 1
9165 1 1
9166 1 1
9167 1 1
9168 1 1
9169 1 1
9170 1 1
9171 1 1
9172 2 2
9173 1 1
9174 1 1
9175 1 1
9176 1 1
9177 2 2
9178 2 2
9179 2 2
9180 7 7
9181 4 4
9182 4 4
9183 1 1
9184 1 1
9185 1 1
9186 3 3
9187 2 2
9188 2 2
9189 2 2
9190 2 2
9191 1 1
9192 2 2
9193 3 3
9194 3 3
9195 3 3
9196 2 2
9197 3 3
9198 2 2
9199 2 2
9200 3 3
9201 1 1
9202 2 2
9203 2 2
9204 8 8
9205 2 2
9206 6 6
9207 2 2
9208 6 6
9209 3 3
9210 2 2
9211 2 2
9212 2 2
9213 4 4
9214 2 2
9215 1 1
9216 1 1
9217 3 3
9218 1 1
9219 5 5
9220 12 12
9221 3 3
9222 4 4
9223 3 3
9224 3 3
9225 2 2
9226 2 2
9227 1 1
9228 1 1
9229 2 2
9230 2 2
9231 1 1
9232 1 1
9233 1 1
9234 2 2
9235 1 1
9236 1 1
9237 1 1
9238 1 1
9239 4 4
9240 4 4
9241 5 5
9242 2 2
9243 2 2
9244 2 2
9245 2 2
9246 1 1
9247 1 1
9248 1 1
9249 3 3
9250 1 1
9251 2 2
9252 2 2
9253 4 4
9254 2 2
9255 3 3
9256 1 1
9257 1 1
9258 8 8
9259 2 2
9260 1 1
9261 23 23
9262 23 23
9263 23 23
9264 23 23
9265 23 23
9266 23 23
9267 23 23
9268 23 23
9269 23 23
9270 23 23
9271 23 23
9272 23 23
9273 23 23
9274 23 23
9275 23 23
9276 23 23
9277 23 23
9278 23 23
9279 23 23
9280 23 23
9281 23 23
9282 23 23
9283 23 23
9284 23 23
9285 1 1
9286 3 3
9287 3 3
9288 3 3
9289 3 3
9290 4 4
9291 3 3
9292 5 5
9293 4 4
9294 1 1
9295 1 1
9296 3 3
9297 3 3
9298 1 1
9299 2 2
9300 1 1
9301 1 1
9302 1 1
9303 1 1
9304 3 3
9305 3 3
9306 7 7
9307 3 3
9308 4 4
9309 1 1
9310 1 1
9311 2 2
9312 2 2
9313 2 2
9314 3 3
9315 3 3
9316 3 3
9317 2 2
9318 5 5
9319 2 2
9320 1 1
9321 1 1
9322 1 1
9323 1 1
9324 1 1
9325 4 4
9326 7 7
9327 2 2
9328 2 2
9329 5 5
9330 5 5
9331 5 5
9332 5 5
9333 5 5
9334 10 10
9335 2 2
9336 2 2
9337 2 2
9338 1 1
9339 1 1
9340 1 1
9341 3 3
9342 3 3
9343 3 3
9344 3 3
9345 10 10
9346 3 3
9347 6 6
9348 5 5
9349 5 5
9350 3 3
9351 3 3
9352 4 4
9353 2 2
9354 1 1
9355 1 1
9356 1 1
9357 2 2
9358 4 4
9359 4 4
9360 6 6
9361 1 1
9362 3 3
9363 7 7
9364 11 11
9365 18 18
9366 3 3
9367 4 4
9368 1 1
9369 3 3
9370 11 11
9371 2 2
9372 5 5
9373 2 2
9374 1 1
9375 3 3
9376 5 5
9377 4 4
9378 9 9
9379 10 10
9380 4 4
9381 5 5
9382 2 2
9383 2 2
9384 2 2
9385 2 2
9386 1 1
9387 1 1
9388 2 2
9389 1 1
9390 1 1
9391 2 2
9392 1 1
9393 1 1
9394 2 2
9395 4 4
9396 2 2
9397 2 2
9398 2 2
9399 1 1
9400 2 2
9401 2 2
9402 3 3
9403 6 6
9404 3 3
9405 3 3
9406 1 1
9407 1 1
9408 1 1
9409 1 1
9410 3 3
9411 3 3
9412 2 2
9413 3 3
9414 2 2
9415 3 3
9416 2 2
9417 5 5
9418 3 3
9419 2 2
9420 3 3
9421 2 2
9422 6 6
9423 2 2
9424 2 2
9425 2 2
9426 2 2
9427 2 2
9428 2 2
9429 2 2
9430 2 2
9431 2 2
9432 1 1
9433 3 3
9434 2 2
9435 2 2
9436 2 2
9437 6 6
9438 1 1
9439 2 2
9440 2 2
9441 2 2
9442 2 2
9443 3 3
9444 3 3
9445 3 3
9446 3 3
9447 3 3
9448 3 3
9449 1 1
9450 2 2
9451 1 1
9452 1 1
9453 1 1
9454 2 2
9455 2 2
9456 3 3
9457 1 1
9458 1 1
9459 3 3
9460 3 3
9461 2 2
9462 1 1
9463 1 1
9464 2 2
9465 1 1
9466 1 1
9467 7 7
9468 3 3
9469 2 2
9470 5 5
9471 2 2
9472 1 1
9473 7 7
9474 2 2
9475 2 2
9476 2 2
9477 4 4
9478 1 1
9479 1 1
9480 12 12
9481 5 5
9482 4 4
9483 5 5
9484 1 1
9485 1 1
9486 3 3
9487 2 2
9488 4 4
9489 4 4
9490 1 1
9491 1 1
9492 1 1
9493 4 4
9494 12 12
9495 4 4
9496 2 2
9497 2 2
9498 4 4
9499 3 3
9500 2 2
9501 2 2
9502 1 1
9503 1 1
9504 5 5
9505 2 2
9506 2 2
9507 1 1
9508 2 2
9509 1 1
9510 5 5
9511 3 3
9512 3 3
9513 3 3
9514 4 4
9515 1 1
9516 2 2
9517 2 2
9518 2 2
9519 2 2
9520 1 1
9521 1 1
9522 1 1
9523 3 3
9524 2 2
9525 2 2
9526 3 3
9527 3 3
9528 1 1
9529 1 1
9530 3 3
9531 3 3
9532 2 2
9533 2 2
9534 2 2
9535 2 2
9536 1 1
9537 1 1
9538 1 1
9539 3 3
9540 3 3
9541 6 6
9542 3 3
9543 1 1
9544 2 2
9545 1 1
9546 1 1
9547 3 3
9548 8 8
9549 2 2
9550 2 2
9551 3 3
9552 1 1
9553 2 2
9554 2 2
9555 1 1
9556 1 1
9557 2 2
9558 1 1
9559 8 8
9560 3 3
9561 2 2
9562 2 2
9563 2 2
9564 1 1
9565 1 1
9566 2 2
9567 2 2
9568 18 18
9569 1 1
9570 1 1
9571 5 5
9572 2 2
9573 2 2
9574 1 1
9575 2 2
9576 11 11
9577 3 3
9578 8 8
9579 2 2
9580 2 2
9581 3 3
9582 1 1
9583 2 2
9584 2 2
9585 2 2
9586 2 2
9587 1 1
9588 2 2
9589 2 2
9590 2 2
9591 2 2
9592 1 1
9593 2 2
9594 7 7
9595 6 6
9596 3 3
9597 1 1
9598 3 3
9599 5 5
9600 9 9
9601 8 8
9602 7 7
9603 2 2
9604 2 2
9605 5 5
9606 3 3
9607 1 1
9608 3 3
9609 3 3
9610 2 2
9611 1 1
9612 3 3
9613 3 3
9614 3 3
9615 3 3
9616 1 1
9617 1 1
9618 4 4
9619 1 1
9620 1 1
9621 1 1
9622 1 1
9623 1 1
9624 5 5
9625 2 2
9626 1 1
9627 1 1
9628 1 1
9629 2 2
9630 1 1
9631 4 4
9632 1 1
9633 1 1
9634 13 13
9635 2 2
9636 6 6
9637 5 5
9638 5 5
9639 5 5
9640 4 4
9641 4 4
9642 2 2
9643 3 3
9644 1 1
9645 3 3
9646 1 1
9647 2 2
9648 1 1
9649 1 1
9650 9 9
9651 8 8
9652 5 5
9653 2 2
9654 3 3
9655 1 1
9656 2 2
9657 3 3
9658 8 8
9659 6 6
9660 2 2
9661 2 2
9662 2 2
9663 5 5
9664 1 1
9665 1 1
9666 2 2
9667 2 2
9668 2 2
9669 5 5
9670 6 6
9671 2 2
9672 2 2
9673 3 3
9674 3 3
9675 3 3
9676 3 3
9677 3 3
9678 3 3
9679 11 11
9680 3 3
9681 2 2
9682 2 2
9683 4 4
9684 7 7
9685 4 4
9686 2 2
9687 1 1
9688 1 1
9689 3 3
9690 1 1
9691 1 1
9692 1 1
9693 1 1
9694 2 2
9695 1 1
9696 1 1
9697 1 1
9698 4 4
9699 2 2
9700 2 2
9701 1 1
9702 2 2
9703 1 1
9704 1 1
9705 3 3
9706 1 1
9707 1 1
9708 5 5
9709 7 7
9710 4 4
9711 2 2
9712 1 1
9713 2 2
9714 7 7
9715 2 2
9716 17 17
9717 1 1
9718 3 3
9719 1 1
9720 3 3
9721 1 1
9722 4 4
9723 6 6
9724 3 3
9725 3 3
9726 1 1
9727 3 3
9728 1 1
9729 3 3
9730 2 2
9731 4 4
9732 1 1
9733 5 5
9734 4 4
9735 3 3
9736 8 8
9737 3 3
9738 1 1
9739 4 4
9740 3 3
9741 6 6
9742 4 4
9743 2 2
9744 9 9
9745 9 9
9746 11 11
9747 2 2
9748 2 2
9749 2 2
9750 2 2
9751 1 1
9752 9 9
9753 6 6
9754 3 3
9755 3 3
9756 3 3
9757 1 1
9758 1 1
9759 5 5
9760 2 2
9761 2 2
9762 2 2
9763 2 2
9764 2 2
9765 1 1
9766 1 1
9767 6 6
9768 2 2
9769 3 3
9770 1 1
9771 11 11
9772 11 11
9773 7 7
9774 11 11
9775 12 12
9776 7 7
9777 7 7
9778 4 4
9779 5 5
9780 5 5
9781 9 9
9782 1 1
9783 1 1
9784 3 3
9785 3 3
9786 3 3
9787 4 4
9788 4 4
9789 3 3
9790 3 3
9791 1 1
9792 1 1
9793 4 4
9794 1 1
9795 1 1
9796 2 2
9797 3 3
9798 2 2
9799 2 2
9800 4 4
9801 3 3
9802 3 3
9803 3 3
9804 9 9
9805 1 1
9806 1 1
9807 1 1
9808 1 1
9809 1 1
9810 1 1
9811 4 4
9812 2 2
9813 1 1
9814 1 1
9815 1 1
9816 1 1
9817 1 1
9818 1 1
9819 4 4
9820 2 2
9821 2 2
9822 1 1
9823 1 1
9824 1 1
9825 6 6
9826 5 5
9827 4 4
9828 4 4
9829 1 1
9830 3 3
9831 2 2
9832 3 3
9833 2 2
9834 3 3
9835 2 2
9836 1 1
9837 3 3
9838 2 2
9839 3 3
9840 3 3
9841 3 3
9842 4 4
9843 5 5
9844 2 2
9845 4 4
9846 2 2
9847 2 2
9848 2 2
9849 1 1
9850 7 7
9851 9 9
9852 4 4
9853 2 2
9854 1 1
9855 1 1
9856 3 3
9857 7 7
9858 1 1
9859 13 13
9860 7 7
9861 1 1
9862 1 1
9863 2 2
9864 3 3
9865 4 4
9866 9 9
9867 1 1
9868 1 1
9869 4 4
9870 3 3
9871 3 3
9872 4 4
9873 1 1
9874 1 1
9875 2 2
9876 2 2
9877 8 8
9878 1 1
9879 1 1
9880 1 1
9881 2 2
9882 5 5
9883 1 1
9884 1 1
9885 1 1
9886 4 4
9887 3 3
9888 3 3
9889 3 3
9890 4 4
9891 4 4
9892 4 4
9893 3 3
9894 3 3
9895 1 1
9896 1 1
9897 2 2
9898 1 1
9899 3 3
9900 1 1
9901 1 1
9902 1 1
9903 1 1
9904 1 1
9905 1 1
9906 2 2
9907 8 8
9908 15 15
9909 6 6
9910 4 4
9911 1 1
9912 6 6
9913 6 6
9914 6 6
9915 6 6
9916 6 6
9917 6 6
9918 6 6
9919 2 2
9920 2 2
9921 4 4
9922 5 5
9923 1 1
9924 1 1
9925 1 1
9926 2 2
9927 2 2
9928 1 1
9929 1 1
9930 3 3
9931 3 3
9932 3 3
9933 3 3
9934 1 1
9935 1 1
9936 2 2
9937 2 2
9938 1 1
9939 1 1
9940 1 1
9941 2 2
9942 3 3
9943 3 3
9944 3 3
9945 3 3
9946 3 3
9947 2 2
9948 1 1
9949 1 1
9950 1 1
9951 1 1
9952 3 3
9953 3 3
9954 9 9
9955 2 2
9956 2 2
9957 2 2
9958 2 2
9959 7 7
9960 7 7
9961 1 1
9962 1 1
9963 12 12
9964 16 16
9965 2 2
9966 3 3
9967 1 1
9968 6 6
9969 3 3
9970 1 1
9971 2 2
9972 1 1
9973 1 1
9974 4 4
9975 3 3
9976 1 1
9977 5 5
9978 5 5
9979 3 3
9980 3 3
9981 6 6
9982 2 2
9983 4 4
9984 2 2
9985 3 3
9986 3 3
9987 2 2
9988 3 3
9989 4 4
9990 5 5
9991 4 4
9992 1 1
9993 5 5
9994 47 47
9995 3 3
9996 3 3
9997 2 2
9998 1 1
9999 2 2
10000 2 2
10001 2 2
10002 2 2
10003 2 2
10004 3 3
10005 3 3
10006 3 3
10007 2 2
10008 2 2
10009 2 2
10010 2 2
10011 2 2
10012 5 5
10013 1 1
10014 2 2
10015 1 1
10016 2 2
10017 2 2
10018 1 1
10019 1 1
10020 1 1
10021 2 2
10022 1 1
10023 2 2
10024 3 3
10025 1 1
10026 7 7
10027 3 3
10028 7 7
10029 3 3
10030 2 2
10031 3 3
10032 4 4
10033 4 4
10034 3 3
10035 6 6
10036 6 6
10037 3 3
10038 1 1
10039 1 1
10040 1 1
10041 1 1
10042 7 7
10043 1 1
10044 1 1
10045 1 1
10046 1 1
10047 1 1
10048 2 2
10049 2 2
10050 2 2
10051 3 3
10052 1 1
10053 3 3
10054 3 3
10055 3 3
10056 2 2
10057 2 2
10058 1 1
10059 1 1
10060 2 2
10061 2 2
10062 15 15
10063 5 5
10064 4 4
10065 5 5
10066 1 1
10067 2 2
10068 1 1
10069 3 3
10070 8 8
10071 10 10
10072 2 2
10073 1 1
10074 1 1
10075 5 5
10076 2 2
10077 5 5
10078 2 2
10079 3 3
10080 1 1
10081 1 1
10082 1 1
10083 1 1
10084 17 17
10085 4 4
10086 3 3
10087 3 3
10088 1 1
10089 1 1
10090 3 3
10091 3 3
10092 6 6
10093 2 2
10094 2 2
10095 1 1
10096 2 2
10097 3 3
10098 15 15
10099 2 2
10100 3 3
10101 3 3
10102 4 4
10103 4 4
10104 9 9
10105 16 16
10106 16 16
10107 4 4
10108 2 2
10109 3 3
10110 3 3
10111 3 3
10112 6 6
10113 4 4
10114 4 4
10115 4 4
10116 1 1
10117 1 1
10118 1 1
10119 5 5
10120 3 3
10121 1 1
10122 9 9
10123 1 1
10124 3 3
10125 3 3
10126 3 3
10127 3 3
10128 8 8
10129 6 6
10130 3 3
10131 7 7
10132 2 2
10133 7 7
10134 7 7
10135 4 4
10136 7 7
